delivery_id,order_time,pickup_node,drop_node,package_weight_kg,order_priority,SLA_minutes,assigned_vehicle,predicted_eta_min,actual_eta_min,reroute_count,delay_flag,energy_cost_wh,operational_cost_rs,vehicle_id,vehicle_type,timestamp,latitude,longitude,speed_kmph,battery_level_%,payload_weight_kg,status,rainfall_mm,wind_speed_kmph,visibility_km,temperature_c,drone_operational_flag,estimated_delivery_time_min,delay_risk_score,delivery_mode,distance_km,fuel_used_liters,fuel_cost_rs
2938,1/3/2026 8:58,577,1040,0.75,normal,59,scooter,44.14,52.89,1,0,81.01,96.75,145,scooter,1/1/2026 0:17,12.94859336,77.63939073,13.5,38.11,0.49,charging,4.6,17.69,2.04,34.79,1,10.22628032,1.80008154,AI_Scooter,1.85,0.0,0.0
3544,1/2/2026 10:04,791,1826,5.51,high,22,scooter,12.62,11.78,1,0,264.76,111.61,48,scooter,1/1/2026 0:19,12.92611414,77.60452777,26.87,84.47,7.47,charging,1.2,4.23,3.24,20.79,1,7.524110054,1.365211193,AI_Scooter,1.73,0.0,0.0
3698,1/4/2026 5:47,1324,403,3.75,normal,36,scooter,28.97,33.77,3,0,309.37,85.62,72,drone,1/1/2026 0:21,12.94973292,77.60863675,2.9,29.79,5.37,enroute,4.95,8.4,3.76,32.72,1,13.07147234,0.502027441,Drone,1.73,0.0,0.0
4249,1/1/2026 8:25,435,2314,3.22,normal,28,scooter,31.03,31.03,2,1,109.83,135.6,72,drone,1/1/2026 0:21,12.94973292,77.60863675,2.9,29.79,5.37,enroute,4.95,8.4,3.76,32.72,1,5.7591253,1.456577234,Drone,2.22,0.0,0.0
2985,1/2/2026 9:24,1301,1464,7.16,normal,23,scooter,12.54,15.21,1,0,208.49,48.0,96,scooter,1/1/2026 0:25,12.92991175,77.60410738,30.09,89.05,6.2,enroute,5.54,12.4,5.75,27.88,1,7.796117731,0.68125801,AI_Scooter,3.1,0.0,0.0
2013,1/3/2026 20:51,2011,508,5.48,normal,48,scooter,22.7,35.07,0,0,403.88,64.65,183,scooter,1/1/2026 0:25,12.92617284,77.60126582,41.42,26.94,1.53,charging,5.54,12.4,5.75,27.88,1,4.770633238,0.53772428,AI_Scooter,2.73,0.0,0.0
967,1/3/2026 13:21,974,1387,1.4,normal,21,scooter,12.14,12.08,2,0,428.53,66.58,57,scooter,1/1/2026 0:26,12.93387362,77.62643788,25.84,95.57,2.74,enroute,4.09,8.33,7.38,19.58,1,2.156193855,0.674280746,AI_Scooter,2.16,0.0,0.0
3874,1/1/2026 9:16,460,1512,4.4,normal,28,scooter,25.31,26.27,1,0,126.61,110.37,127,scooter,1/1/2026 0:26,12.92469246,77.60433873,21.2,65.39,6.1,idle,4.09,8.33,7.38,19.58,1,5.190556973,0.514993929,AI_Scooter,3.45,0.0,0.0
1684,1/2/2026 10:26,1388,882,7.44,normal,53,scooter,12.46,9.04,3,0,361.24,74.95,25,scooter,1/1/2026 0:26,12.93342604,77.62593109,36.57,22.61,3.13,idle,4.09,8.33,7.38,19.58,1,6.857368373,0.85580414,AI_Scooter,1.56,0.0,0.0
110,1/2/2026 16:34,2155,407,6.48,normal,54,scooter,49.03,46.9,0,0,103.68,83.38,127,scooter,1/1/2026 0:26,12.92469246,77.60433873,21.2,65.39,6.1,idle,4.09,8.33,7.38,19.58,1,4.116602093,1.169120883,AI_Scooter,2.17,0.0,0.0
1939,1/1/2026 5:35,1276,29,0.88,normal,44,scooter,33.31,31.81,1,0,169.81,133.45,153,drone,1/1/2026 0:26,12.9246945,77.63456685,39.43,83.25,5.68,idle,4.09,8.33,7.38,19.58,1,6.311157864,0.415393017,Drone,2.47,0.0,0.0
2977,1/4/2026 2:14,2285,696,6.34,high,50,scooter,46.36,63.54,2,1,150.99,55.01,127,scooter,1/1/2026 0:26,12.92469246,77.60433873,21.2,65.39,6.1,idle,4.09,8.33,7.38,19.58,1,3.336443288,1.611476413,AI_Scooter,2.82,0.0,0.0
1194,1/4/2026 9:02,1754,2476,1.34,normal,57,scooter,20.04,34.39,1,0,165.72,143.69,113,scooter,1/1/2026 0:27,12.94325449,77.60661018,59.7,49.8,2.87,charging,1.81,4.52,5.69,33.4,1,6.239167568,0.57813995,AI_Scooter,4.14,0.0,0.0
2343,1/1/2026 19:48,2448,892,6.97,normal,26,scooter,17.7,21.7,2,0,404.62,142.59,87,drone,1/1/2026 0:28,12.94319437,77.61220995,1.09,27.58,0.85,enroute,2.68,15.24,9.3,31.14,1,8.13499606,1.239483978,Drone,1.8,0.0,0.0
965,1/4/2026 4:28,32,2390,5.8,normal,27,scooter,47.55,49.65,0,1,182.8,147.96,164,drone,1/1/2026 0:28,12.92901828,77.60343124,35.08,38.73,2.35,idle,2.68,15.24,9.3,31.14,1,11.81297205,0.564391001,Drone,3.06,0.0,0.0
3498,1/3/2026 14:48,1050,1351,5.03,high,22,scooter,25.45,38.35,1,1,167.9,123.3,55,drone,1/1/2026 0:30,12.94165946,77.60655096,41.55,68.94,1.23,enroute,2.03,19.3,7.14,25.6,1,9.620889703,0.635045076,Drone,3.37,0.0,0.0
4705,1/3/2026 13:13,1789,560,7.65,normal,21,scooter,33.3,45.96,3,1,170.68,86.99,16,drone,1/1/2026 0:30,12.94528104,77.62801611,20.37,74.4,0.06,enroute,2.03,19.3,7.14,25.6,1,5.39206062,1.11824899,Drone,1.19,0.0,0.0
4321,1/2/2026 5:20,2156,114,6.12,normal,25,scooter,29.91,36.29,0,1,220.06,141.62,4,scooter,1/1/2026 0:30,12.9233975,77.63820955,50.61,78.43,6.61,charging,2.03,19.3,7.14,25.6,1,2.492653206,1.77227974,AI_Scooter,3.43,0.0,0.0
664,1/4/2026 0:04,2011,1506,6.89,normal,40,scooter,16.28,9.25,1,0,318.81,72.97,199,drone,1/1/2026 0:30,12.94276637,77.63240106,12.24,97.21,4.54,idle,2.03,19.3,7.14,25.6,1,8.12919376,1.100431135,Drone,1.68,0.0,0.0
4208,1/3/2026 18:53,771,250,1.6,high,46,drone,12.77,17.11,1,0,423.82,47.17,72,scooter,1/1/2026 0:31,12.93913213,77.61486708,42.95,26.25,1.29,idle,2.28,17.85,6.74,30.0,1,4.411273442,1.092141891,AI_Scooter,1.26,0.0,0.0
2819,1/2/2026 5:29,1276,1272,1.56,normal,41,drone,37.8,51.69,2,1,255.62,114.12,57,scooter,1/1/2026 0:36,12.92863068,77.61269152,16.99,31.67,4.1,charging,3.31,6.26,8.51,23.29,1,5.413023157,1.417127845,AI_Scooter,4.8,0.0,0.0
4075,1/2/2026 16:09,354,1056,4.18,normal,45,scooter,35.26,34.4,2,0,239.95,71.67,160,scooter,1/1/2026 0:39,12.94604601,77.61658835,29.02,74.59,3.22,enroute,2.59,15.19,6.65,26.37,1,8.585253549,1.403588518,AI_Scooter,4.86,0.0,0.0
2599,1/3/2026 14:27,1986,2036,7.39,normal,21,scooter,34.86,38.89,3,1,114.18,60.47,137,drone,1/1/2026 0:39,12.94315563,77.62334139,13.83,53.27,1.44,idle,2.59,15.19,6.65,26.37,1,8.600702563,1.077976249,Drone,4.23,0.0,0.0
3018,1/3/2026 5:32,300,26,2.13,high,40,scooter,24.79,27.83,0,0,83.35,82.21,173,drone,1/1/2026 0:40,12.93680862,77.63385113,27.23,48.36,2.1,enroute,2.6,19.27,7.0,27.95,1,3.997842688,1.444523001,Drone,2.22,0.0,0.0
3701,1/3/2026 18:13,1814,1788,0.96,normal,58,drone,46.83,51.17,1,0,179.53,72.28,199,scooter,1/1/2026 0:43,12.9418817,77.63966953,43.49,23.3,7.7,idle,3.17,5.6,7.77,29.92,1,2.235052067,0.808441622,AI_Scooter,1.39,0.0,0.0
4712,1/2/2026 19:47,879,79,6.1,normal,26,scooter,21.87,25.0,3,0,262.98,31.99,167,scooter,1/1/2026 0:43,12.94716639,77.61211767,5.67,98.45,2.57,charging,3.17,5.6,7.77,29.92,1,4.361308038,1.626696707,AI_Scooter,3.74,0.0,0.0
4333,1/1/2026 17:09,133,940,1.88,normal,24,drone,48.32,57.36,1,1,313.99,146.41,87,scooter,1/1/2026 0:44,12.94654667,77.63305492,28.43,24.39,0.38,idle,1.65,9.89,3.81,28.34,1,5.329208067,1.33579828,AI_Scooter,2.76,0.0,0.0
3676,1/2/2026 9:59,1655,675,4.84,high,52,scooter,11.11,14.58,1,0,116.37,93.53,87,scooter,1/1/2026 0:44,12.94654667,77.63305492,28.43,24.39,0.38,idle,1.65,9.89,3.81,28.34,1,8.246318683,1.740422674,AI_Scooter,1.49,0.0,0.0
1595,1/2/2026 15:10,1160,2431,3.62,high,42,scooter,46.55,46.15,0,1,98.43,103.76,42,scooter,1/1/2026 0:45,12.93733088,77.61904941,54.13,38.23,5.91,idle,2.05,12.1,8.69,24.02,1,9.412107421,0.665259152,AI_Scooter,2.98,0.0,0.0
369,1/1/2026 15:39,78,2072,3.77,normal,37,scooter,19.63,22.42,0,0,267.51,72.12,133,drone,1/1/2026 0:47,12.93760786,77.63088397,9.19,11.85,6.25,enroute,6.05,3.56,6.65,34.67,1,11.05201612,0.923286062,Drone,1.14,0.0,0.0
4669,1/1/2026 17:59,348,1149,4.89,high,21,scooter,23.35,19.69,1,0,209.89,107.72,135,drone,1/1/2026 0:48,12.94200649,77.61888512,49.35,26.35,6.66,enroute,0.95,13.65,5.04,22.83,1,2.725138404,1.552854648,Drone,4.64,0.0,0.0
1294,1/2/2026 0:47,1753,2104,4.94,normal,46,scooter,46.13,41.17,2,0,466.36,72.08,29,drone,1/1/2026 0:48,12.92050468,77.63908387,28.03,16.97,2.31,charging,0.95,13.65,5.04,22.83,1,4.21591676,1.146001604,Drone,2.04,0.0,0.0
4943,1/1/2026 14:20,1726,866,2.48,normal,38,scooter,34.79,41.28,0,1,196.36,132.37,162,scooter,1/1/2026 0:50,12.92550177,77.61251629,46.96,81.25,7.42,idle,0.95,5.37,8.2,32.19,1,4.692610922,0.925323127,AI_Scooter,3.65,0.0,0.0
973,1/2/2026 19:03,614,2070,1.69,normal,42,scooter,42.3,54.2,3,1,380.44,76.35,186,scooter,1/1/2026 0:50,12.94185578,77.60606221,22.92,12.41,4.5,enroute,0.95,5.37,8.2,32.19,1,10.94533199,1.086810138,AI_Scooter,2.25,0.0,0.0
60,1/3/2026 22:05,2195,2382,3.18,normal,38,scooter,48.47,39.96,0,1,64.07,125.6,93,scooter,1/1/2026 0:51,12.92873011,77.60219746,9.6,15.97,1.35,idle,7.99,4.28,6.37,31.78,1,7.601037092,1.437972347,AI_Scooter,3.08,0.0,0.0
3963,1/3/2026 22:00,543,1409,3.53,normal,57,scooter,29.14,40.02,1,0,377.02,120.35,117,drone,1/1/2026 0:52,12.93378787,77.60025145,13.31,54.33,3.54,charging,1.21,23.5,7.72,22.06,1,2.977715202,0.866291065,Drone,3.19,0.0,0.0
3051,1/3/2026 0:42,946,414,1.58,normal,52,drone,45.51,55.29,2,1,408.99,92.21,178,drone,1/1/2026 0:52,12.93024721,77.63689646,44.47,90.62,7.6,charging,1.21,23.5,7.72,22.06,1,5.498760795,1.02215724,Drone,1.74,0.0,0.0
912,1/4/2026 9:54,460,1348,4.8,high,25,scooter,43.18,32.14,1,1,415.06,51.83,117,drone,1/1/2026 0:52,12.93378787,77.60025145,13.31,54.33,3.54,charging,1.21,23.5,7.72,22.06,1,9.227112975,0.431274778,Drone,4.88,0.0,0.0
2788,1/4/2026 0:23,607,31,0.53,normal,46,scooter,47.55,42.46,1,0,244.83,45.92,178,drone,1/1/2026 0:52,12.93024721,77.63689646,44.47,90.62,7.6,charging,1.21,23.5,7.72,22.06,1,10.88614881,1.735090118,Drone,4.1,0.0,0.0
2581,1/3/2026 14:15,813,1364,2.62,normal,40,drone,24.79,37.34,2,0,52.94,125.91,117,drone,1/1/2026 0:52,12.93378787,77.60025145,13.31,54.33,3.54,charging,1.21,23.5,7.72,22.06,1,7.753299832,0.428620457,Drone,4.76,0.0,0.0
2974,1/1/2026 12:06,1157,1695,1.7,normal,57,scooter,44.95,59.02,1,1,79.22,80.57,193,drone,1/1/2026 0:56,12.94751789,77.62413084,12.48,41.35,7.35,enroute,0.27,14.13,3.87,23.59,1,7.669571963,0.556654696,Drone,4.58,0.0,0.0
3297,1/2/2026 19:10,312,852,7.04,normal,57,scooter,17.89,22.95,1,0,325.77,145.65,193,drone,1/1/2026 0:56,12.94751789,77.62413084,12.48,41.35,7.35,enroute,0.27,14.13,3.87,23.59,1,7.341509212,1.055567889,Drone,3.39,0.0,0.0
3019,1/3/2026 17:23,469,484,2.25,normal,31,drone,13.1,10.7,0,0,215.39,115.61,146,scooter,1/1/2026 1:01,12.94456108,77.60735709,35.24,83.58,1.91,idle,2.1,16.96,4.79,21.55,1,6.143346436,1.614962147,AI_Scooter,4.69,0.0,0.0
4098,1/3/2026 19:32,843,560,0.97,normal,29,drone,23.4,13.0,1,0,301.35,86.27,11,scooter,1/1/2026 1:03,12.9374343,77.61592878,36.88,87.02,6.34,charging,3.0,15.0,9.57,25.58,1,10.6891909,0.891910919,AI_Scooter,1.35,0.0,0.0
4155,1/3/2026 6:42,1402,2498,4.22,normal,49,scooter,18.36,22.75,1,0,369.48,23.84,133,drone,1/1/2026 1:08,12.92431192,77.62819149,56.89,82.51,0.8,idle,12.04,7.81,2.71,21.41,0,7.374568081,1.270789254,Drone,1.78,0.0,0.0
4106,1/1/2026 1:27,430,320,7.22,high,22,scooter,40.44,40.78,1,1,195.88,36.61,36,drone,1/1/2026 1:09,12.92403483,77.6180229,49.33,20.71,4.24,charging,4.18,18.58,2.68,34.88,1,2.045347382,0.342800028,Drone,1.18,0.0,0.0
2650,1/1/2026 11:49,2037,167,1.44,normal,56,drone,31.38,34.79,3,0,363.35,28.44,96,scooter,1/1/2026 1:09,12.94148909,77.62283058,29.67,74.76,5.85,enroute,4.18,18.58,2.68,34.88,1,5.743041333,0.672754457,AI_Scooter,2.3,0.0,0.0
1978,1/3/2026 15:00,1466,769,5.7,normal,43,scooter,41.27,51.26,3,1,149.91,40.42,36,drone,1/1/2026 1:09,12.92403483,77.6180229,49.33,20.71,4.24,charging,4.18,18.58,2.68,34.88,1,7.571212421,1.072303097,Drone,2.55,0.0,0.0
1262,1/4/2026 4:22,1696,293,2.83,normal,56,scooter,47.27,49.07,1,0,212.33,59.66,186,drone,1/1/2026 1:11,12.92165767,77.61875482,46.5,23.11,2.93,charging,5.82,20.27,4.75,27.38,1,1.824215709,1.429265124,Drone,2.09,0.0,0.0
1634,1/2/2026 22:40,2360,2215,6.28,high,36,scooter,48.39,45.49,3,1,432.12,130.49,10,scooter,1/1/2026 1:11,12.94709028,77.60510788,43.22,92.46,7.98,enroute,5.82,20.27,4.75,27.38,1,6.040239028,0.872125132,AI_Scooter,4.31,0.0,0.0
3561,1/3/2026 20:55,334,361,3.25,normal,52,scooter,46.0,43.25,0,0,256.64,126.63,146,scooter,1/1/2026 1:11,12.9267412,77.62804419,27.31,38.54,1.39,charging,5.82,20.27,4.75,27.38,1,9.625152773,1.344899335,AI_Scooter,2.43,0.0,0.0
2428,1/3/2026 7:36,1815,2443,2.93,normal,32,scooter,19.48,24.33,3,0,60.36,30.9,164,drone,1/1/2026 1:13,12.92347523,77.63563977,0.0,11.21,1.69,enroute,8.43,23.55,7.73,31.65,1,4.218600623,0.924890888,Drone,2.12,0.0,0.0
1776,1/2/2026 14:17,255,1963,2.22,high,38,scooter,27.2,31.85,1,0,368.06,34.07,114,scooter,1/1/2026 1:13,12.93788247,77.60535473,34.6,81.58,4.44,idle,8.43,23.55,7.73,31.65,1,7.89957303,1.441246865,AI_Scooter,3.17,0.0,0.0
3509,1/3/2026 19:58,1414,1517,4.64,normal,47,scooter,36.56,33.06,3,0,416.71,99.67,164,drone,1/1/2026 1:13,12.92347523,77.63563977,0.0,11.21,1.69,enroute,8.43,23.55,7.73,31.65,1,1.969195796,1.315736048,Drone,1.56,0.0,0.0
1290,1/2/2026 1:21,562,725,1.65,normal,22,scooter,18.57,27.1,1,1,266.96,91.24,102,drone,1/1/2026 1:13,12.93345992,77.63400941,12.2,79.9,1.44,charging,8.43,23.55,7.73,31.65,1,2.759046162,1.114562676,Drone,4.21,0.0,0.0
3039,1/4/2026 9:33,635,967,2.77,normal,23,scooter,24.8,28.64,1,1,142.06,27.31,164,drone,1/1/2026 1:13,12.92347523,77.63563977,0.0,11.21,1.69,enroute,8.43,23.55,7.73,31.65,1,6.35480278,1.004881803,Drone,1.3,0.0,0.0
2507,1/1/2026 16:53,401,1570,6.8,normal,23,scooter,25.0,26.61,3,1,201.6,119.09,137,scooter,1/1/2026 1:16,12.92499877,77.62996583,11.65,99.44,2.25,enroute,1.75,7.14,8.92,25.48,1,4.247915544,1.168559291,AI_Scooter,4.95,0.0,0.0
2472,1/4/2026 4:56,132,1975,5.13,normal,54,scooter,31.29,32.09,3,0,140.85,57.63,137,scooter,1/1/2026 1:16,12.92499877,77.62996583,11.65,99.44,2.25,enroute,1.75,7.14,8.92,25.48,1,11.64202765,0.941763195,AI_Scooter,4.09,0.0,0.0
3369,1/3/2026 9:28,611,1749,4.33,high,56,scooter,17.88,28.89,2,0,421.42,92.08,177,scooter,1/1/2026 1:17,12.92963739,77.61081395,57.81,45.85,2.26,idle,1.5,12.56,5.49,28.03,1,4.973686124,1.934998846,AI_Scooter,1.79,0.0,0.0
1366,1/2/2026 5:32,2232,1462,5.21,normal,22,scooter,11.38,13.11,3,0,466.57,58.61,88,scooter,1/1/2026 1:19,12.94501279,77.63495799,57.42,91.76,6.7,charging,0.92,18.9,3.74,24.18,1,9.277316307,1.453156571,AI_Scooter,1.02,0.0,0.0
1178,1/4/2026 2:24,1366,801,7.62,normal,24,scooter,22.12,21.65,3,0,240.39,98.71,104,scooter,1/1/2026 1:19,12.94159093,77.62770132,11.77,55.68,6.54,idle,0.92,18.9,3.74,24.18,1,4.759003696,1.010894507,AI_Scooter,4.26,0.0,0.0
2536,1/1/2026 9:37,635,81,2.28,normal,38,drone,32.09,19.37,3,0,451.44,23.14,68,drone,1/1/2026 1:20,12.94790947,77.61447877,40.88,75.08,1.12,charging,10.29,12.87,5.22,28.74,1,4.653231468,0.29583254,Drone,3.83,0.0,0.0
4577,1/2/2026 15:49,1712,1797,5.02,normal,31,scooter,40.03,49.76,2,1,209.05,55.76,5,scooter,1/1/2026 1:21,12.94254678,77.60279466,39.39,50.79,5.31,idle,6.55,14.5,6.63,18.7,1,6.523384539,0.94478917,AI_Scooter,3.92,0.0,0.0
855,1/1/2026 13:57,1296,1223,7.21,normal,34,scooter,49.82,51.52,3,1,97.02,89.26,42,scooter,1/1/2026 1:21,12.9423975,77.63738353,7.3,88.1,1.22,idle,6.55,14.5,6.63,18.7,1,11.45120576,1.358742984,AI_Scooter,4.09,0.0,0.0
2655,1/2/2026 6:33,1789,2387,7.15,high,52,scooter,27.98,27.7,3,0,323.92,35.15,49,drone,1/1/2026 1:22,12.93856953,77.61839438,55.65,93.81,5.46,idle,2.19,28.91,6.92,27.84,0,6.400323679,1.024162942,Drone,1.3,0.0,0.0
3192,1/1/2026 19:54,1301,439,4.13,normal,49,scooter,21.43,19.92,1,0,310.03,82.36,43,scooter,1/1/2026 1:23,12.93488392,77.60127357,59.8,57.45,7.81,charging,1.71,10.42,7.76,27.36,1,8.204993192,0.535061596,AI_Scooter,2.43,0.0,0.0
966,1/3/2026 18:46,2112,1631,6.55,normal,33,scooter,45.63,45.43,1,1,402.59,95.66,86,scooter,1/1/2026 1:30,12.94770502,77.63389534,56.35,42.34,7.51,charging,1.35,14.58,5.25,24.74,1,4.030647235,1.633291021,AI_Scooter,1.46,0.0,0.0
3160,1/3/2026 2:17,1667,1078,5.9,normal,25,scooter,21.28,17.53,0,0,109.3,113.29,142,scooter,1/1/2026 1:36,12.92020645,77.63559421,21.8,30.84,6.62,charging,4.76,8.13,9.39,24.08,1,9.347434712,1.200578067,AI_Scooter,4.45,0.0,0.0
4029,1/2/2026 11:54,1717,1419,4.07,normal,37,scooter,38.96,35.1,3,0,475.95,135.87,189,drone,1/1/2026 1:38,12.93112963,77.60200578,23.61,48.24,2.62,enroute,3.86,27.44,3.24,20.73,0,10.65507646,0.510546221,Drone,3.49,0.0,0.0
1107,1/2/2026 5:23,795,2102,0.97,normal,43,scooter,20.7,17.38,0,0,108.72,87.45,189,drone,1/1/2026 1:38,12.93112963,77.60200578,23.61,48.24,2.62,enroute,3.86,27.44,3.24,20.73,0,5.267814846,1.296410706,Drone,2.32,0.0,0.0
2029,1/4/2026 8:49,459,1256,7.58,normal,41,scooter,29.48,29.32,0,0,370.26,53.83,112,drone,1/1/2026 1:41,12.94408141,77.62057431,21.58,76.98,7.45,charging,3.03,12.42,5.76,32.58,1,8.285149101,0.730441686,Drone,1.25,0.0,0.0
469,1/3/2026 22:54,1724,960,5.87,normal,23,scooter,37.86,46.46,1,1,476.6,101.73,112,drone,1/1/2026 1:41,12.94408141,77.62057431,21.58,76.98,7.45,charging,3.03,12.42,5.76,32.58,1,7.053455289,1.254761094,Drone,2.24,0.0,0.0
2520,1/4/2026 7:42,2004,2407,6.83,normal,26,scooter,28.27,40.3,2,1,65.65,82.84,112,drone,1/1/2026 1:41,12.94408141,77.62057431,21.58,76.98,7.45,charging,3.03,12.42,5.76,32.58,1,3.124745773,0.475317345,Drone,2.3,0.0,0.0
887,1/3/2026 6:17,589,213,1.38,high,33,scooter,18.28,18.79,0,0,288.05,115.09,136,drone,1/1/2026 1:42,12.93100963,77.63804005,1.45,69.47,6.51,enroute,5.11,5.32,8.4,18.56,1,2.653025868,0.679368777,Drone,3.92,0.0,0.0
52,1/3/2026 2:31,819,1879,4.33,normal,23,scooter,22.91,16.66,0,0,319.6,147.86,121,scooter,1/1/2026 1:44,12.93144617,77.62486879,26.79,10.43,6.8,idle,0.68,20.72,3.42,31.16,1,4.651070019,0.624417892,AI_Scooter,3.55,0.0,0.0
2539,1/1/2026 20:45,318,1851,3.84,normal,53,scooter,45.06,43.35,0,0,484.27,80.48,81,drone,1/1/2026 1:45,12.94592376,77.60272851,58.88,17.4,1.6,enroute,6.04,11.23,6.39,29.76,1,10.54164429,1.165405613,Drone,4.55,0.0,0.0
1115,1/2/2026 2:35,879,1896,3.24,normal,24,scooter,25.36,43.33,2,1,281.35,146.61,180,drone,1/1/2026 1:47,12.92187948,77.61962719,4.31,50.99,7.67,enroute,1.49,12.76,5.17,20.07,1,8.639530802,0.630800343,Drone,2.89,0.0,0.0
1966,1/1/2026 22:05,931,137,2.27,normal,20,drone,17.95,24.24,2,1,191.08,99.03,100,drone,1/1/2026 1:47,12.92870329,77.62826135,59.34,85.75,1.46,enroute,1.49,12.76,5.17,20.07,1,8.496104703,1.463782698,Drone,1.48,0.0,0.0
4018,1/2/2026 13:29,434,2474,3.59,normal,35,scooter,30.77,31.52,3,0,68.66,87.33,188,drone,1/1/2026 1:48,12.93935579,77.62875388,26.32,91.85,5.99,idle,6.01,14.46,9.24,31.16,1,5.020118129,0.661312503,Drone,3.85,0.0,0.0
1470,1/3/2026 4:09,1234,1642,6.85,normal,24,scooter,14.48,26.28,2,1,316.79,143.18,188,drone,1/1/2026 1:48,12.93935579,77.62875388,26.32,91.85,5.99,idle,6.01,14.46,9.24,31.16,1,6.604457996,1.231152241,Drone,4.04,0.0,0.0
3076,1/2/2026 12:18,622,2212,7.8,normal,23,scooter,16.17,22.18,2,0,137.55,130.05,188,drone,1/1/2026 1:48,12.93935579,77.62875388,26.32,91.85,5.99,idle,6.01,14.46,9.24,31.16,1,2.705869103,0.86420881,Drone,3.25,0.0,0.0
